4658	81	0	816981	80010000F0005B5	UNKNOWN
466C	81	0	816DD5	1D1103A080004B5	UNKNOWN
4680	81	0	81869B	1EB0862A080004B5	UNKNOWN
4694	81	0	817187	16B0862A080004B5	UNKNOWN
46A8	81	0	8176A1	912A08000E0005B5	UNKNOWN
46BC	81	0	817D09	212A0826000004B5	UNKNOWN
46D0	81	0	817DBD	2DD1132A080004B5	UNKNOWN
46E4	81	0	819F8D	1040822201D1043A	UNKNOWN
46F8	81	0	81A3D5	CAD1072A02B5103A	UNKNOWN
470C	81	0	81C95B	10001400100006B5	UNKNOWN
4720	81	0	81CAB3	732000FFE6F7FFB5	UNKNOWN
4734	81	0	81CB99	880014000E0005B5	UNKNOWN
4748	81	0	818D53	5FB0C42A080004B5	UNKNOWN
475C	B	1	41F140F1	0	AID-INI
4770	6	4	106500B	0	CFG-RST
4784	6	20	34061306	0	UNKNOWN
4798	6	1D	7060806	0	CFG-TMODE
47AC	6	E	32061106	0	CFG-FXN
47C0	C	1A	130C110C	0	UNKNOWN
47D4	9	6	4090309	0	UPD-identify
47E8	12	0	E090D09	0	UNKNOWN
47FC	7	0	10000	0	UNKNOWN
4810	81	0	815D17	16408222010015B5	UNKNOWN
4824	0	0	0	E59FF018E59FF018	UNKNOWN
4838	0	0	0	E59FF018E59FF018	UNKNOWN
484C	0	0	0	E59FF018E59FF018	UNKNOWN
4860	0	0	0	E59FF018E59FF018	UNKNOWN
4874	0	0	0	E59FF018E59FF018	UNKNOWN
4888	0	0	0	E59FF018E59FF018	UNKNOWN
489C	0	0	0	E59FF018E59FF018	UNKNOWN
48B0	0	0	0	E59FF018E59FF018	UNKNOWN
48C4	0	0	0	E59FF018E59FF018	UNKNOWN
48D8	0	0	0	E59FF018E59FF018	UNKNOWN
48EC	0	0	0	E59FF018E59FF018	UNKNOWN
4900	0	0	0	E59FF018E59FF018	UNKNOWN
4914	0	0	0	E59FF018E59FF018	UNKNOWN
4928	0	0	0	E59FF018E59FF018	UNKNOWN
493C	0	0	0	E59FF018E59FF018	UNKNOWN
4950	0	0	0	E59FF018E59FF018	UNKNOWN
4964	0	0	0	E59FF018E59FF018	UNKNOWN
4978	0	0	0	E59FF018E59FF018	UNKNOWN
498C	14	0	4B40140	0	UNKNOWN
49A0	0	0	0	E59FF018E59FF018	UNKNOWN
49B4	0	0	0	E59FF018E59FF018	UNKNOWN
49C8	0	0	0	E59FF018E59FF018	UNKNOWN
49DC	0	0	0	E59FF018E59FF018	UNKNOWN
49F0	0	0	0	E59FF018E59FF018	UNKNOWN
4A04	40	0	1	18E59FF018E59FF0	UNKNOWN
4A18	0	0	0	E59FF018E59FF018	UNKNOWN
4A2C	0	0	0	E59FF018E59FF018	UNKNOWN
4A40	0	0	C00000	0	UNKNOWN
4A54	0	0	0	E59FF018E59FF018	UNKNOWN
4A68	0	0	80	0	UNKNOWN
4A7C	0	0	0	E59FF018E59FF018	UNKNOWN
4A90	0	0	1201	CE12FFF1EE8BD43	UNKNOWN
4AA4	0	0	0	E59FF018E59FF018	UNKNOWN
4AB8	0	0	0	E59FF018E59FF018	UNKNOWN
4ACC	0	0	1	18E59FF018E59FF0	UNKNOWN
4AE0	86	0	861000	10000CC1F2E3D4C	UNKNOWN
4AF4	0	0	1000	33A070003598002C	UNKNOWN
4B08	0	0	FF80008	0	UNKNOWN
4B1C	0	0	0	E59FF018E59FF018	UNKNOWN
4B30	0	0	0	E59FF018E59FF018	UNKNOWN
4B44	7	18	0	E59FF018E59FF018	UNKNOWN
4B58	0	0	0	E59FF018E59FF018	UNKNOWN
4B6C	0	0	2740184	0	UNKNOWN
4B80	AC	2	8051F8	E1A05000E92D41F0	UNKNOWN
4B94	81	0	F80000	0	UNKNOWN
4BA8	7C	0	1807007C	0	UNKNOWN
4BBC	0	0	0	E59FF018E59FF018	UNKNOWN
4BD0	0	0	0	E59FF018E59FF018	UNKNOWN
4BE4	0	0	0	E59FF018E59FF018	UNKNOWN
4BF8	0	0	0	E59FF018E59FF018	UNKNOWN
4C0C	0	0	0	E59FF018E59FF018	UNKNOWN
4C20	20	0	18070020	0	UNKNOWN
4C34	7	18	0	E59FF018E59FF018	UNKNOWN
4C48	0	0	0	E59FF018E59FF018	UNKNOWN
4C5C	0	0	0	E59FF018E59FF018	UNKNOWN
4C70	0	0	0	E59FF018E59FF018	UNKNOWN
4C84	0	0	0	E59FF018E59FF018	UNKNOWN
4C98	0	0	0	E59FF018E59FF018	UNKNOWN
4CAC	0	0	0	E59FF018E59FF018	UNKNOWN
4CC0	0	0	0	E59FF018E59FF018	UNKNOWN
4CD4	0	0	4640718	0	UNKNOWN
4CE8	EC	7	832A21	870E0006000014B5	UNKNOWN
4CFC	83	0	140000	0	UNKNOWN
4D10	14	0	9070014	0	UNKNOWN
4D24	7	9	0	E59FF018E59FF018	UNKNOWN
4D38	0	0	0	E59FF018E59FF018	UNKNOWN
4D4C	0	0	8740B28	0	UNKNOWN
4D60	0	0	832FB3	9A0E0006000014B5	UNKNOWN
4D74	0	0	0	E59FF018E59FF018	UNKNOWN
4D88	0	0	0	E59FF018E59FF018	UNKNOWN
4D9C	0	0	0	E59FF018E59FF018	UNKNOWN
4DB0	0	0	0	E59FF018E59FF018	UNKNOWN
4DC4	0	0	0	E59FF018E59FF018	UNKNOWN
4DD8	0	0	0	E59FF018E59FF018	UNKNOWN
Message in FW
8546DC	A	1B	81A4FF	UNKNOWN
8546E8	A	11	81A3FD	UNKNOWN
8546F4	A	6	81A523	MON-MSGPP
854700	A	8	81A553	MON-TXBUF
85470C	A	7	81A53B	MON-RXBUF
854718	A	2	81A56B	MON-IO
854724	A	1E	81A603	UNKNOWN
854730	A	5	81A665	MON-EXCEPT
85473C	A	9	81A769	MON-HW
854748	A	B	81A899	MON-HW2
854754	A	A	81A635	MON-USB
854760	A	1C	81A5E9	UNKNOWN
85476C	A	1F	81A61B	UNKNOWN
854778	A	1D	81A585	MON-SPEC
854784	A	20	81A9A7	UNKNOWN
854790	A	21	81AB21	UNKNOWN
85479C	A	22	81A64D	UNKNOWN
8547A8	A	23	81AB4B	UNKNOWN
8547B4	3	2	81C497	TRK-SFRB
8547C0	3	9	81C49B	UNKNOWN
8547CC	3	A	81C517	TRK-TRKD5
8547D8	3	C	81C6A7	UNKNOWN
8547E4	3	B	81C5E1	UNKNOWN
8547F0	1	6	81ADD9	NAV-SOL
8547FC	1	30	81B1E3	NAV-SVINFO
854808	1	3	81AD5B	NAV-STATUS
854814	1	1	81ABE9	NAV-POSECEF
854820	1	2	81AC33	NAV-POSLLH
85482C	1	4	81ACD3	NAV-DOP
854838	1	11	81AE91	NAV-VELECEF
854844	1	12	81AED5	NAV-VELNED
854850	1	20	81AF5F	NAV-TIMEGPS
85485C	1	21	81B001	NAV-TIMEUTC
854868	1	22	81B095	NAV-CLOCK
854874	1	32	81B505	NAV-SBAS
854880	1	31	81B633	NAV-DGPS
85488C	1	60	81B6E7	NAV-AOPSTATUS
854898	F0	A	813FED	NMEA
8548A4	F0	4	814991	NMEA
8548B0	F0	5	814A7D	NMEA
8548BC	F0	0	814283	NMEA
8548C8	F0	2	81456D	NMEA
8548D4	F0	3	8146FD	NMEA
8548E0	F0	1	8144F9	NMEA
8548EC	F0	6	8143AD	NMEA
8548F8	F0	7	81462D	NMEA
854904	F0	8	814B6B	NMEA
854910	F0	9	814157	NMEA
85491C	F1	0	814E6D	pubx00
854928	F1	3	814E71	pubx03
854934	F1	4	814FB7	pubx04
854940	B	0	815DC7	AID-REQ
85494C	B	1	81604F	AID-INI
854958	B	10	816625	AID-DATA
854964	B	32	8166A3	UNKNOWN
854970	B	31	8163BD	AID-EPH
85497C	B	30	816299	AID-ALM
854988	B	5	81694D	UNKNOWN
854994	B	33	816763	UNKNOWN
8549A0	C	10	819C6B	UNKNOWN
8549AC	C	14	819CA7	UNKNOWN
8549B8	C	11	819D7B	UNKNOWN
8549C4	C	12	819EEF	UNKNOWN
8549D0	C	13	819F49	UNKNOWN
8549DC	C	18	819FC3	UNKNOWN
8549E8	C	19	819FE1	UNKNOWN
8549F4	C	21	81A11D	UNKNOWN
854A00	C	20	81A101	UNKNOWN
854A0C	C	1A	81A161	UNKNOWN
854A18	2	10	81B9E7	RXM-RAW
854A24	2	11	81B9D3	RXM-SFRB
854A30	2	31	81B977	RXM-EPH
854A3C	2	30	81B91B	RXM-ALM
854A48	2	12	81BBD5	UNKNOWN
854A54	2	20	81B8B3	RXM-SVSI
854A60	2	23	81BD83	UNKNOWN
854A6C	2	24	81BE03	UNKNOWN
854A78	2	51	81BF39	UNKNOWN
854A84	2	52	81BF99	UNKNOWN
854A90	D	1	81C1F5	TIM-TP
854A9C	D	3	81C131	TIM-TM2
854AA8	D	6	81C313	UNKNOWN
854AB4	D	4	81C29F	TIM-SVIN
854AC0	D	10	81C35F	UNKNOWN
854ACC	C	30	81A2F5	UNKNOWN
854AD8	2	53	81C0DF	UNKNOWN
854AE4	F1	40	815119	UNKNOWN
854AF0	A1	51	140F0	UNKNOWN
854AFC	B	1	815E51	AID-INI
854B08	25	65	2300B	UNKNOWN
854B14	B	31	8163DF	AID-EPH
854B20	57	68	2050B	UNKNOWN
854B2C	B	32	81665D	UNKNOWN
854B38	13	67	10106	UNKNOWN
854B44	6	2	816BB5	CFG-INF
854B50	7B	6C	11806	UNKNOWN
854B5C	6	0	816981	CFG-PRT
854B68	2B	6C	10906	UNKNOWN
854B74	6	22	816D13	UNKNOWN
854B80	17	7E	11306	UNKNOWN
854B8C	6	34	816E17	UNKNOWN
854B98	4F	6E	12006	UNKNOWN
854BA4	6	35	8182DB	UNKNOWN
854BB0	9B	86	23706	UNKNOWN
854BBC	6	38	816CD3	UNKNOWN
854BC8	11	6F	21706	UNKNOWN
854BD4	6	8	817187	CFG-RATE
854BE0	E1	71	23106	UNKNOWN
854BEC	6	1D	81824D	CFG-TMODE
854BF8	95	82	22606	UNKNOWN
854C04	6	24	817723	UNKNOWN
854C10	CF	78	20606	UNKNOWN
854C1C	6	25	817C87	UNKNOWN
854C28	9	7D	403206	UNKNOWN
854C34	6	3B	817F2B	UNKNOWN
854C40	B5	7F	24102	UNKNOWN
854C4C	6	28	817DBD	UNKNOWN
854C58	E3	BE	21506	UNKNOWN
854C64	2	30	81B943	RXM-ALM
854C70	9B	B9	2110C	UNKNOWN
854C7C	C	13	819F9F	UNKNOWN
854C88	B1	9F	21A0C	UNKNOWN
854C94	D	6	81C34B	UNKNOWN
854CA0	D5	A3	1FF0A	UNKNOWN
854CAC	A	4	81A8EF	MON-VER
854CB8	7B	C8	10209	UNKNOWN
854CC4	9	3	81C95B	UPD-EXEC
854CD0	CF	C9	10509	UNKNOWN
854CDC	9	6	81CAAF	UPD-identify
854CE8	71	C7	10809	UNKNOWN
854CF4	9	9	81CAD9	UNKNOWN
854D00	B	CB	10B09	UNKNOWN
854D0C	9	C	81CB4D	UPD-write
854D18	99	CB	10E09	UNKNOWN
854D24	9	F	81CABD	UNKNOWN
854D30	21	8E	10112	UNKNOWN
854D3C	12	2	818D53	UNKNOWN
854D48	83	87	23A06	UNKNOWN
854D54	F4	1	81572D	UNKNOWN
854D60	DB	58	203F4	UNKNOWN
854D6C	F4	9	81572D	UNKNOWN
854D84	6F	78	202D2047	UNKNOWN
854D90	75	2D	632E786F	UNKNOWN
854DA8	20	20	53504720	UNKNOWN
854DB4	65	69	72	UNKNOWN
854DE4	C4	83	808064	UNKNOWN
854DF0	24	84	40	UNKNOWN
854DFC	D4	83	808084	UNKNOWN
854E08	2C	84	80	UNKNOWN
854E44	D3	7D	857DC0	UNKNOWN
854E50	C3	7D	4050EC	UNKNOWN
854E74	BC	54	0	UNKNOWN
854E80	70	5	12	UNKNOWN
854EA4	EC	7D	0	UNKNOWN
854EBC	10	0	857DE0	UNKNOWN
854EC8	FB	8D	64	UNKNOWN
854ED4	70	5	10	UNKNOWN
854EF8	FB	7D	0	UNKNOWN
854F10	10	0	857DF7	UNKNOWN
854F1C	74	E3	0	UNKNOWN
854F28	70	3	10	UNKNOWN
854F34	70	51	80BE40	UNKNOWN
854F40	F8	51	8180280	UNKNOWN
854F4C	DC	7D	6C696166	UNKNOWN
854F58	6F	20	20747261	UNKNOWN
854F64	20	25	29732528	UNKNOWN
854F70	80	C	149A1380	UNKNOWN
854F7C	9A	0	3DE029E	UNKNOWN
854F88	80	10	16801280	UNKNOWN
854F94	80	12	13980898	UNKNOWN
854FA0	C0	16	AC006C0	UNKNOWN
854FAC	C0	8	B1A0A00	UNKNOWN
854FB8	30	16	E180D30	UNKNOWN
854FC4	18	11	14181318	UNKNOWN
854FD0	18	17	FF300918	UNKNOWN
854FDC	18	FF	FF18FFFF	UNKNOWN
854FE8	18	FF	FF18FFFF	UNKNOWN
854FF4	30	FF	FF18FFFF	UNKNOWN
855000	18	FF	E18FF0D	UNKNOWN
